company,role,location,link,source
Sécheron SA,Project Manager,"Anekal, Karnataka, India",https://in.linkedin.com/jobs/view/project-manager-at-s%C3%A9cheron-sa-4449704042?position=5&pageNum=7&refId=IwhvqQupTUPMFp7UogVhFQ%3D%3D&trackingId=ShgWcqT%2FvaxN%2FaHwDmGZlQ%3D%3D,LINKEDIN
Paul Brothers - India,Construction Project Manager,"Nagpur, Maharashtra, India",https://in.linkedin.com/jobs/view/construction-project-manager-at-paul-brothers-india-4446258315?position=6&pageNum=7&refId=IwhvqQupTUPMFp7UogVhFQ%3D%3D&trackingId=Ta%2BzP98Gj23Hm%2Bc%2FVFiV0A%3D%3D,LINKEDIN
Sensata Technologies,Project Manager,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/project-manager-at-sensata-technologies-4442527745?position=7&pageNum=7&refId=IwhvqQupTUPMFp7UogVhFQ%3D%3D&trackingId=13%2F4z3RtM4M5CZWq5dYr7g%3D%3D,LINKEDIN
Turner & Townsend,Project Manager (Planning) - Ahmedabad/Bharuch/Kadi/Gujarat,Greater Ahmedabad Area,https://in.linkedin.com/jobs/view/project-manager-planning-ahmedabad-bharuch-kadi-gujarat-at-turner-townsend-4371379991?position=8&pageNum=7&refId=IwhvqQupTUPMFp7UogVhFQ%3D%3D&trackingId=v6lSg%2FQzIscMz8JqeRYsmg%3D%3D,LINKEDIN
Cushman & Wakefield,Senior Project Manager,Greater Lucknow Area,https://in.linkedin.com/jobs/view/senior-project-manager-at-cushman-wakefield-4449682606?position=9&pageNum=7&refId=IwhvqQupTUPMFp7UogVhFQ%3D%3D&trackingId=WQNfg%2F3FfYZKAlaYc6CDSA%3D%3D,LINKEDIN
Accenture in India,Program/Project Management Lead,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/program-project-management-lead-at-accenture-in-india-4448380136?position=10&pageNum=7&refId=IwhvqQupTUPMFp7UogVhFQ%3D%3D&trackingId=zjLIdocl8m%2BDMrV6O5Q%2BIg%3D%3D,LINKEDIN
Hevo Data,Product-led Growth Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-led-growth-manager-at-hevo-data-4443280679?position=1&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=js%2BP2nSZd%2B8yRrKKbZ0rNA%3D%3D,LINKEDIN
Aditya Birla Capital,Senior Growth & Monetisation Manager,"Maharashtra, India",https://in.linkedin.com/jobs/view/senior-growth-monetisation-manager-at-aditya-birla-capital-4429141615?position=2&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=NtFvbdohZyuKwjKWQGsldg%3D%3D,LINKEDIN
PRMAI,Revenue and Growth Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/revenue-and-growth-manager-at-prmai-4448091778?position=3&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=Onz0SzntXLlXg5i0%2F8VBgw%3D%3D,LINKEDIN
Phyllo,Growth Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-phyllo-4450515570?position=4&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=TB%2B%2F2i46WskFQpzrXv0IjQ%3D%3D,LINKEDIN
Aditya Birla Capital,Senior Growth Manager,"Maharashtra, India",https://in.linkedin.com/jobs/view/senior-growth-manager-at-aditya-birla-capital-4411274143?position=5&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=LdcDn%2F5qZFoJbKdkF4dbzA%3D%3D,LINKEDIN
Airtel Digital,Growth– User Engagement & Strategy,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/growth%E2%80%93-user-engagement-strategy-at-airtel-digital-4442839037?position=6&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=yMSBCiL%2Fn0UVuHOhzSUVlA%3D%3D,LINKEDIN
Steps AI,"Growth Marketing Manager - Paid Ads, Strategy & Growth","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-paid-ads-strategy-growth-at-steps-ai-4445097076?position=7&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=NNjjIgt%2BV2lj2lPCdcEFJw%3D%3D,LINKEDIN
Setu AI,Growth Marketing Manager,"Itanagar, Arunachal Pradesh, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-setu-ai-4444198676?position=8&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=AdOH8rvOL%2F0Ct0p89LNKug%3D%3D,LINKEDIN
BrowserStack,Sr.Lead/Manager - Growth,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-lead-manager-growth-at-browserstack-4450267025?position=9&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=PnUFxl3AreIWBQnYsXYEng%3D%3D,LINKEDIN
Pratilipi,Market Place Growth Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/market-place-growth-manager-at-pratilipi-4441524035?position=10&pageNum=2&refId=XsiYQiuZSWsOLRpY%2FpJSDg%3D%3D&trackingId=vg%2F1bYtUrcmVCwonYFGmeA%3D%3D,LINKEDIN
QI Spine,Category & Growth Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/category-growth-manager-at-qi-spine-4406160405?position=1&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=TxJ%2Fswmw5mLAp6N0tMWqfg%3D%3D,LINKEDIN
ALLEN Digital,Business Growth Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-growth-manager-at-allen-digital-4444350976?position=2&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=%2B4jOcE9Nw8C5Ik7aeWQPOg%3D%3D,LINKEDIN
Talentgigs,Growth Marketing Manager,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-talentgigs-4450526537?position=3&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=nt7RO0ykDBsvVkEP%2BobmbQ%3D%3D,LINKEDIN
CometChat,Growth Marketing Lead,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/growth-marketing-lead-at-cometchat-4449678172?position=4&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=djwy5kwPmtneifpYP1h7Sg%3D%3D,LINKEDIN
Dermatouch,D2C Lead,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/d2c-lead-at-dermatouch-4435950263?position=5&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=1DVIWVqsD%2BugtBCbnLmkig%3D%3D,LINKEDIN
myHQ by ANAROCK,Digital Growth Manager,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/digital-growth-manager-at-myhq-by-anarock-4426297835?position=6&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=21R6Zv3TpwVqXA3Fl3T1Vw%3D%3D,LINKEDIN
One97 Communications Limited,Growth Management - Manager - Recharges,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/growth-management-manager-recharges-at-one97-communications-limited-4419051491?position=7&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=efNJpU%2FHytRzTddoEZgqag%3D%3D,LINKEDIN
One97 Communications Limited,Growth Management - Senior Manager - User Growth (UPI),"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/growth-management-senior-manager-user-growth-upi-at-one97-communications-limited-4436099078?position=8&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=ypEDXy9ZYT9H01Blxer8Ug%3D%3D,LINKEDIN
Vedantu,YouTube Growth & Category Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/youtube-growth-category-manager-at-vedantu-4447961559?position=9&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=jyJYAHKcwlGO3YVyUhD9xA%3D%3D,LINKEDIN
Yashaamm Fashions Pvt Ltd,"""Growth Manager – D2C & Marketplace (Fashion)""","Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/growth-manager-%E2%80%93-d2c-marketplace-fashion-at-yashaamm-fashions-pvt-ltd-4441888854?position=10&pageNum=5&refId=hZGsm79nOS%2BcsYBzg6KpzQ%3D%3D&trackingId=GstJXFZLZcvup5XPj0dIKQ%3D%3D,LINKEDIN
Hume Health,Growth Lead - India & Gulf,India,https://in.linkedin.com/jobs/view/growth-lead-india-gulf-at-hume-health-4448778321?position=1&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=%2BHsU%2Fki31dZGi2jrhsO2gA%3D%3D,LINKEDIN
Meolaa,Growth Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-meolaa-4446229294?position=2&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=cRENuMofO0kTFEKx7zeZpQ%3D%3D,LINKEDIN
Coram AI,Demand Generation Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/demand-generation-manager-at-coram-ai-4410517212?position=3&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=awFfLslNsnidPSOEk4akuA%3D%3D,LINKEDIN
Fynd,Product Growth Manager | PGM - 1/ PGM - 2,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-growth-manager-pgm-1-pgm-2-at-fynd-4406542313?position=4&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=7SjXFBnxrn3WDYujGXOhng%3D%3D,LINKEDIN
HashFame,Growth Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-product-manager-at-hashfame-4446054290?position=5&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=MNkTBogxpJZa69zNev7QCw%3D%3D,LINKEDIN
GobbleCube,Growth Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/growth-manager-at-gobblecube-4443921581?position=6&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=xiiAM51Jnmd58Uzhw9GhSQ%3D%3D,LINKEDIN
BlinkRx,Growth & Lifecycle Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-lifecycle-marketing-manager-at-blinkrx-4416318514?position=7&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=UyJceKbFO11jKQeAp0TeSA%3D%3D,LINKEDIN
Paytm,Growth Management - Senior Manager- User Growth,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/growth-management-senior-manager-user-growth-at-paytm-4384458914?position=8&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=zJm%2FSrZakKU11xUbRcaK1A%3D%3D,LINKEDIN
BlueFlag,Associate Growth Marketing Manager,"Rajkot, Gujarat, India",https://in.linkedin.com/jobs/view/associate-growth-marketing-manager-at-blueflag-4449996385?position=9&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=6OFL8tgmebk376ptr1mKmQ%3D%3D,LINKEDIN
Saras AI Institute,AI Growth Marketing Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/ai-growth-marketing-manager-at-saras-ai-institute-4448097813?position=10&pageNum=7&refId=2NPoS4QFe86uXhAPa8thlw%3D%3D&trackingId=WG3%2BxIjJrLkz2eSA3NqxlA%3D%3D,LINKEDIN
BlinkRx,Growth & Lifecycle Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-lifecycle-marketing-manager-at-blinkrx-4416318514?position=1&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=i5xUuKaYueyIcN9le5cekg%3D%3D,LINKEDIN
Saras AI Institute,AI Growth Marketing Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/ai-growth-marketing-manager-at-saras-ai-institute-4448097813?position=2&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=96k2UC%2BLLkH35%2F7ANcR8NQ%3D%3D,LINKEDIN
2Base Technologies,Marketing & Growth Lead,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/marketing-growth-lead-at-2base-technologies-4428462726?position=3&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=%2FYvbV3Lqn8s%2B1LlfhHFJyg%3D%3D,LINKEDIN
TinyPal,Growth Marketing Manager,India,https://in.linkedin.com/jobs/view/growth-marketing-manager-at-tinypal-4449392425?position=4&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=yur%2BozerYfBzl28n2wqLNQ%3D%3D,LINKEDIN
RINIROY BEAUTY,Growth Manager,India,https://in.linkedin.com/jobs/view/growth-manager-at-riniroy-beauty-4446796213?position=5&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=M7kIn%2F72vJqfwY2xDEFaXA%3D%3D,LINKEDIN
Lyzr AI,Performance Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/performance-marketing-manager-at-lyzr-ai-4389301052?position=6&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=y1X5RQZIm4KYh144gEEEDw%3D%3D,LINKEDIN
FAE BEAUTY,Growth Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/growth-manager-at-fae-beauty-4450309975?position=7&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=Wwu0eG5hqGS%2F1l67GuEG%2BA%3D%3D,LINKEDIN
PaydAds Digital Marketing,Growth Marketing Manager,"Rajkot, Gujarat, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-paydads-digital-marketing-4448137274?position=8&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=lKvc960XBx0qAMB%2F8Jk6xw%3D%3D,LINKEDIN
Kuku,Growth Manager – Guru,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-manager-%E2%80%93-guru-at-kuku-4435434694?position=9&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=%2BDSnyL3sWpnRAtIFo8XEdA%3D%3D,LINKEDIN
Ripik.AI,Growth Marketing Manager,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-ripik-ai-4446001562?position=10&pageNum=2&refId=jgC9YvNFqOqEno2GEG%2Fwxg%3D%3D&trackingId=JfCkLzBUQwTf6EYQjOUkCw%3D%3D,LINKEDIN
Unfazed,Growth Marketing Manager,"Uttar Pradesh, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-unfazed-4450379310?position=1&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=%2Bn8aqp3whmhkevN%2Fe7pldg%3D%3D,LINKEDIN
Suncrypto,Senior Manager – Growth & Retention Marketing,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/senior-manager-%E2%80%93-growth-retention-marketing-at-suncrypto-4441703658?position=2&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=rJvZ4UPbQON5GaUZQjVPmg%3D%3D,LINKEDIN
Prime Video & Amazon MGM Studios,"Growth Manager, Prime Video India, Prime Video",Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/growth-manager-prime-video-india-prime-video-at-prime-video-amazon-mgm-studios-4443047311?position=3&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=nXE%2FiWifUxFs6bA4XIwMQg%3D%3D,LINKEDIN
Quin,Senior Consumer Growth Manager  (Digital Product & Membership),"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-consumer-growth-manager-digital-product-membership-at-quin-4369183989?position=4&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=i3t0DsfY5%2BbezFjEmQS8eg%3D%3D,LINKEDIN
Coram AI,Demand Generation Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/demand-generation-manager-at-coram-ai-4410517212?position=5&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=yciSrqxDeQiOi0mj1lBxjg%3D%3D,LINKEDIN
Good Health Company,Growth Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/growth-manager-at-good-health-company-4449388477?position=6&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=LK%2F8ojXnMG3Fnle3liyR7g%3D%3D,LINKEDIN
Formis Technologies,Growth Marketing Manager,"Kerala, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-at-formis-technologies-4448546949?position=7&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=apw0M3mGQVMHzybvucQ3Aw%3D%3D,LINKEDIN
MetaMorph,Growth Marketing Manager|B2C|Fintech|,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/growth-marketing-manager-b2c-fintech-at-metamorph-4437240519?position=8&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=GaVJ5oTJcYQvsN4IIV5lkg%3D%3D,LINKEDIN
QI Spine,Category & Growth Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/category-growth-manager-at-qi-spine-4406160405?position=9&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=3JIrSHkgYUp7QaJvKIva5A%3D%3D,LINKEDIN
HDFC securities,Growth Lead,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/growth-lead-at-hdfc-securities-4442833112?position=10&pageNum=5&refId=I%2F%2BtCGWkRmKdtYjyQKvcfg%3D%3D&trackingId=VW%2BbuLDNB8zI5NEtVYQrBQ%3D%3D,LINKEDIN
Lifesight,Senior Growth Marketing Lead,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-growth-marketing-lead-at-lifesight-4442563840?position=1&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=hrGX4QH9ERNRBbBad7hGSw%3D%3D,LINKEDIN
International jewellery brand part of large real estate group,Performance Marketing and Growth Manager,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/performance-marketing-and-growth-manager-4448946967?position=2&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=ByHBYygj6sr5Fphn%2FF%2B5KQ%3D%3D&trk=public_jobs_jserp-result_search-card,LINKEDIN
Dermatouch,D2C Lead,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/d2c-lead-at-dermatouch-4435950263?position=3&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=8xyRJCyU0pmB%2BGrJalf%2BXw%3D%3D,LINKEDIN
Recykal.com,Senior Manager Growth Marketing,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-manager-growth-marketing-at-recykal-com-4437248269?position=4&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=jGqrUgM56%2BpGkrellODhuQ%3D%3D,LINKEDIN
PRMAI,Revenue and Growth Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/revenue-and-growth-manager-at-prmai-4448091778?position=5&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=oIJRUMKUt0XuQG%2B9iFhDlw%3D%3D,LINKEDIN
IDFC FIRST Bank,Senior Growth Manager HPE,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-growth-manager-hpe-at-idfc-first-bank-4443129988?position=6&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=ffqRqkj1AjOXQTicfPq4Dw%3D%3D,LINKEDIN
SDP Labs,Marketing Head,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/marketing-head-at-sdp-labs-4448187691?position=7&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=rsUGqsFk2NHJKuThDNlWBg%3D%3D,LINKEDIN
Unbound,Founding Growth,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/founding-growth-at-unbound-4436876701?position=8&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=2AcVZsJmmnerr1Vz5DzydQ%3D%3D,LINKEDIN
Nutristar,D2C Performance & Growth marketing manager,"Delhi, India",https://in.linkedin.com/jobs/view/d2c-performance-growth-marketing-manager-at-nutristar-4446768376?position=9&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=DWoX7gnlKofeuUTu34qm%2FA%3D%3D,LINKEDIN
Ivy homes,Digital Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/digital-manager-at-ivy-homes-4450217643?position=10&pageNum=7&refId=mnjffFDdceHHknSoiwpjCg%3D%3D&trackingId=ZngEzqjIapunRAKOnXLqFQ%3D%3D,LINKEDIN
Nuvr,Category Lead,Greater Kolkata Area,https://in.linkedin.com/jobs/view/category-lead-at-nuvr-4437958834?position=1&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=8q8OZGS7Gmd9CNSYqIyPMg%3D%3D,LINKEDIN
Amazon,Category Leader,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/category-leader-at-amazon-4444238157?position=2&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=aAuXdMtqKQ%2B4mP5rvo6ScA%3D%3D,LINKEDIN
Urban Company,Senior Category Manager - Guwahati Location,"Guwahati, Assam, India",https://in.linkedin.com/jobs/view/senior-category-manager-guwahati-location-at-urban-company-4445887423?position=3&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=urwXXr3ZhyUtjsR2VsyvjQ%3D%3D,LINKEDIN
StarZen,Category Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/category-manager-at-starzen-4443352055?position=4&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=2eIA%2FS1mDhCfN8TQBma8mw%3D%3D,LINKEDIN
Thrillophilia.com,Category Manager,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/category-manager-at-thrillophilia-com-4439228154?position=5&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=obynjO%2BhPFSX23ffD3RwgA%3D%3D,LINKEDIN
Amazon,"Category Manager, Private Brands","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/category-manager-private-brands-at-amazon-4443035985?position=6&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=2tg57nttczpE9Tzk9%2FuyqQ%3D%3D,LINKEDIN
Industrybuying,Category Owner,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/category-owner-at-industrybuying-4429521509?position=7&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=cKRGjj2ZwQeTbUqBQKlGKg%3D%3D,LINKEDIN
Ugaoo,Category Manager (Retail),"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/category-manager-retail-at-ugaoo-4444648028?position=8&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=aHcgyUdogEjvs3gQoXB5pA%3D%3D,LINKEDIN
Davies,Senior Category Manager,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-category-manager-at-davies-4450088432?position=9&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=1HDFPktreReBrxMvSTRHDA%3D%3D,LINKEDIN
Tata CLiQ Fashion,Category Manager - (India wear),Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/category-manager-india-wear-at-tata-cliq-fashion-4446222118?position=10&pageNum=0&refId=mFtSSYAIjziPdoCXHSFk2Q%3D%3D&trackingId=AQHK%2B3YojDo6Pi93yO%2FcCQ%3D%3D,LINKEDIN
Xiaomi India,GTM Manager(A136660),"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/gtm-manager-a136660-at-xiaomi-india-4441186243?position=1&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=5XLpMdlrwsgsdwa%2Bt0PZAQ%3D%3D,LINKEDIN
HP,Business Development manager - Workstations North,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/business-development-manager-workstations-north-at-hp-4449069983?position=2&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=a3Uahp0mjiC68ldxDh%2Ffsw%3D%3D,LINKEDIN
Regeneron,Manager - Indirect Category Management,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/manager-indirect-category-management-at-regeneron-4433802906?position=3&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=PZsf5HN45KqDnV1sWKnHGA%3D%3D,LINKEDIN
Larsen & Toubro,Product Manager,Greater Coimbatore Area,https://in.linkedin.com/jobs/view/product-manager-at-larsen-toubro-4438644123?position=4&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=XujG363HC96AI0XdwIGAPQ%3D%3D,LINKEDIN
Herbalife International India Pvt. Ltd.,"Manager, Strategic Sourcing (Raw Materials)","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-strategic-sourcing-raw-materials-at-herbalife-international-india-pvt-ltd-4434743791?position=5&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=TIFRib4AESAdTM29ptB9DQ%3D%3D,LINKEDIN
Sandoz India,Category Manager – IT Procurement,"Telangana, India",https://in.linkedin.com/jobs/view/category-manager-%E2%80%93-it-procurement-at-sandoz-india-4393529001?position=6&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=9G1YVsL3ooUvXXiCdtbGLQ%3D%3D,LINKEDIN
Revenera,Category Manager - Procurement,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/category-manager-procurement-at-revenera-4411534052?position=7&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=vWvqSlUrcIKo%2BE3HuWpgbA%3D%3D,LINKEDIN
Lenskart.com,Merchandise Growth Leader,Greater Delhi Area,https://in.linkedin.com/jobs/view/merchandise-growth-leader-at-lenskart-com-4447347858?position=8&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=0Hu3JMiKuWVWS2efiytVaA%3D%3D,LINKEDIN
Accenture in India,IMU-SONG Strategy Consultant,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/imu-song-strategy-consultant-at-accenture-in-india-4448348883?position=9&pageNum=7&refId=MWcRCcOhFOwOtz9yAwYPqQ%3D%3D&trackingId=ol4xh%2BaljHRHVzwYFxW%2B%2Bg%3D%3D,LINKEDIN
